epoch,test_data,generated_summary
9,"Some of Jesus' most important financial backers were women, historians say.
Joseph of Arimathea and Nicodemus, both men of stature and wealth, chipped in to help fund Jesus' ministry.","Sell all that you own and distribute the money to the poor, and you will have treasure in heaven; then come, follow me,"" Jesus tells the rich man in one of his best-known parables. It was a mantra he invoked repeatedly: the poor were blessed, and it was easier for a camel to pass through the eye of a needle than it was for the well-to-do to enter paradise.  Meanwhile, Jesus told his Twelve Apostles to leave their day jobs and follow him on an itinerant mission with few prospects of success and no visible means of support. So how did this wandering band of  first-century evangelists support themselves? Clearly, money was a concern, and not just as an impediment to salvation. In the New Testament, money gets 37 mentions, while ""gold"" gets 38 citations, ""silver"" merits 20, and ""copper"" four. ""Coin"" comes up eight times, and ""purse"" and ""denarii"" -- the Roman currency -- get half a dozen mentions each for a total of 119 currency referrals. Perhaps the most relevant reference is also one of the most charged passages in the New Testament:. As the Gospel of John tells it, six days before Passover, Jesus was in Bethany at the house of his friend Lazarus, whom he had raised from the dead. A woman named Mary takes a jar of costly perfumed oil and anoints the feet of the reclining Jesus. She dries his feet with her hair, an irresistible image for artists and dramatists. Judas Iscariot objected to the act. ""Why was this perfume not sold for three hundred denarii and the money given to the poor?"" Judas asks. Though 300 denarii was the annual wage of a laborer, Jesus told Judas to leave her alone, and foreshadowing his fate, said the anointing would be useful for his burial, and besides"
9,"Three people killed; five wounded in attack on attorney general's office in Balkh province .
Staff and civilians have been rescued as gunmen engaged Afghan security forces .","""Three people were killed and five others were wounded Thursday afternoon when a group of armed assailants stormed into the attorney general's office in Balkh province, northern Afghanistan, according to a press release from the provincial governor's office. Although most staff members and civilians have been rescued, an exchange of fire between Afghan security forces and the assailants is ongoing. Two police officers and a security guard of the provincial attorney general's office were among the dead. Afghan security forces are cautiously making advances in the fight in order to avoid civilian casualties, according to the press statement."""
9,"Georgia Powers: Rand Paul, running for president, would like minorities to think he's an advocate. His record on rights shows otherwise .
On civil rights, women's choice, voting rights, immigrant DREAMers, education, he has shown he'd take country backwards, she says .","""Rand Paul, who today declared he's running for president of the United States, is attempting to launch his presidential campaign on a record that includes questioning landmark voting rights and civil rights legislation. His campaign team told reporters last week that his campaign announcement message would be about ""expanding the Republican Party"" -- a message of inclusion. But those of us listening today who he is hoping to include, heard nothing more than hype. Since coming to the U.S. Senate, Paul has tried to sell himself as a different type of Republican.  He's tried to brand himself as the GOP's minority outreach candidate.  The problem for Paul, and the GOP at large, is that they don't back up their words with their policies. Yes, it's about time that Republicans started seriously considering the fact that black voters are an important piece of the electoral puzzle.  But they can't actually appeal to the community unless they have a real commitment to the issues facing minority communities.  A quick survey of Sen. Paul's positions makes clear that he does not. Paul kicked off his announcement speech in Louisville by declaring ""I have a message that is loud and clear:  We have come to take our country back.""  I have no doubt that under Paul's leadership, he would indeed take our country back -- in the wrong direction -- way back to a time when we were debating the Civil Rights Act --  which Paul has done since landing on the national stage; when there was no Department of Education -- a department he thinks ""should be done away with;"" when women didn't have choices -- choices Paul seeks to limit in Washington; when DREAMers weren't protected from deportation -- protections Paul currently opposes. In his inept speaking engagements at historically black colleges and universities, he has come across as condescending and lacking basic cultural competency. But Paul has also questioned the Civil Rights Act, and even claimed that private business owners have a right to discriminate. When asked about the need for a more robust"
9,"Network regains control of Facebook page and one of its 11 channels .
ISIS logos displayed but no claim of responsibility made by any group .
Network reaches 260 million homes worldwide .","""TV5Monde regained control of one of its 11 channels Thursday after a cyberattack a day earlier crippled its broadcasts and social media accounts.""
     ""TV5Monde lost control of its social media outlets and its websites, director Yves Bigot said in a video message posted later on Facebook.""
     ""As day broke Thursday in Europe, the network had regained the use of one of its 11 channels and its Facebook page, Paul Germain, the chain's editor in chief, told BFMTV, a CNN affiliate in France.""
     ""However, by late morning, a number of pages on the network's website had messages saying they were under maintenance.""
     ""The outage began around 8:45 p.m. Paris time (2:45 p.m. ET) on Wednesday."""
9,"Couple spends $1,200 to ship their cat, Felix, on a flight from the United Arab Emirates .
Felix went missing somewhere at John F. Kennedy International Airport, airline says .
Pets are ""treated no differently than a free piece of checked luggage,"" Jennifer Stewart says .","Lost luggage after a long flight is a common, frustrating occurrence of modern air travel. And sometimes, airlines lose things that are irreplaceable. American Jennifer Stewart says she was devastated to learn that Etihad Airways lost her most important baggage following a recent trip from Abu Dhabi to New York City: her 2-year-old pet cat, Felix. Stewart said that she and her husband, Joseph Naaman, booked Felix on their Etihad Airways flight from the United Arab Emirates to New York's John F. Kennedy International Airport on April 1. Shortly after the plane arrived in New York that evening, Felix went missing somewhere on the grounds of Kennedy Airport, according to Etihad Airways. Felix was able to get loose, Stewart said she believes, because the cat's plastic carrier was badly damaged at some point either during the flight or the transfer from the airplane to the pickup area. Stewart said a cargo manager called the couple to an office after they landed at Kennedy last week and notified them that their cat's carrier had been crushed. Photographs taken by Stewart showed a large hole in the top of the cat's carrier. At least one of the corners of the case appeared partially collapsed. Nearly one week later, Felix remains missing. ""For them to take a cat and ship him like he was cargo, not a live animal, makes me sick,"" Stewart said.  ""You trust that people care and are doing the job well, and then this happens."" A representative for Etihad Airways told CNN that that the loss of pets during air travel is ""extremely rare.""  The airline shipped more than 200 pets last year. Etihad Airways is investigating the incident and is working with ground handlers at the New York airport to help locate the missing cat. The Abu Dhabi-based carrier also said it hired ""third-party specialists"" to help in the hunt for Felix. ""We deeply regret this unfortunate incident and are keeping the owner apprised of the progress of the search,"" Etihad Airways told"
9,"The trials of Dzhokhar Tsarnaev and Aaron Hernandez are coming to a close .
Voting has put Rahm Emanuel and Ferguson, Missouri, back in the headlines .
Rand Paul has announced his bid for the presidency .","The nation's top stories will be unfolding Tuesday in courthouses and political arenas across the country. Massachusetts is hosting two of the highest-profile court trials in recent memory -- those of former New England Patriot Aaron Hernandez and Boston bombing suspect Dzhokhar Tsarnaev. Both lengthy trials are coming to a close. In Louisville, Kentucky, Sen. Rand Paul made the not-so-surprising announcement that he will run for president, while in Chicago, voters will head to the polls in a very surprising runoff between Mayor Rahm Emanuel and challenger Jesus ""Chuy"" Garcia. And in Ferguson, Missouri, the shadow of Michael Brown and the protests over his shooting by Officer Darren Wilson will loom large over the city's elections. Here's a breakdown of what to expect today and how we got here: Tsarnaev, who's accused of detonating a bomb at the 2013 Boston Marathon along with his now-deceased brother, faces the stiffest of penalties -- life in prison or the death penalty -- if he's found guilty on any of 17 capital counts against him, including setting off weapons of mass destruction at a public event as an act of terrorism."""
9,"Fire breaks out at the General Electric Appliance Park in Louisville, Kentucky .
City official: No is believed to be injured or trapped .","""A mammoth fire broke out Friday morning in a Kentucky industrial park, sending plumes of thick smoke over the area as authorities worked to contain the damage. The blaze began shortly before 7 a.m. at the General Electric Appliance Park in Louisville, according to Mike Weimer from the city's emergency management agency. He said that there were no reports of anyone injured or trapped. Video showed both smoke and bright orange flames. Firefighters took up positions around the affected buildings, spraying water from the periphery. Weimer told CNN that authorities didn't know what had caused the fire, which had gone to at least four alarms."""
9,"Ted Cruz has built a brand as a stalwart conservative on fiscal issues .
But he's also eager to champion social issues at a time when many Republicans are eager to avoid them .
Cruz says the GOP needs to unite young libertarian-minded voters and evangelicals .","""Ted Cruz connects with voters on a religious level in Iowa.""
     ""Cruz is counting on Iowa, known for its vocal and active evangelical base, to propel him forward in what's expected to be a tough competition among a crowded field of GOP candidates.""
     ""Cruz, himself, displays a pastoral swagger when he is speaking on stage and working a room.""
     ""The past two winners of Iowa's caucuses rose to victory with support from the Christian right, and Cruz, who announced his bid last month at the well-known Baptist school Liberty University, is aiming to energize that same base and claim the coveted state as his prize."""
9,"Kenyans use hashtag #147notjustanumber to honor victims of Kenya university attack .
The attack killed 142 students, three security officers and two university security personnel .","One hundred and forty-seven victims. Many more families affected. Even more broken hopes and dreams. As Kenyans mourned those killed last week in one of the deadliest terrorist attacks in the nation, citizens used social media to share the victims' stories, hopes and dreams. Using the hashtag #147notjustanumber -- a reference to the number of people, mostly students, killed at Garissa University College on Thursday -- Kenyans tweeted pictures of the victims in happier times. Kenyan authorities have not released a list of the victims. The posts provided heart-wrenching details on the victims, including one about an elderly man whose dreams died with his son. He had reportedly taken a loan to educate him at the university, where he was killed by Al-Shabaab terrorists. The attack in Kenya killed 142 students, three security officers and two university security personnel, and was the nation's deadliest since the bombing of the U.S. Embassy in 1998. Kenyan churches mourned the dead during Easter services Sunday as armed guards protected the congregations. In emotional services nationwide, churchgoers wept as they paid tribute to the victims of the massacre. The gunmen who attacked the university in the predawn hours separated Muslims from Christians and killed the latter. The extremist group has also killed Muslims in recent attacks. The Interior Ministry has identified one of the attackers killed by security forces as the son of a government official. The father of suspect Abdirahim Abdullahi is a chief in Mandera and had reported his son missing, officials said. The Islamist extremist group is based in Somalia, but it hasn't confined its terrorism to the nation that shares a border with Kenya. In 2013, militants attacked Nairobi's upscale Westgate Mall, killing nearly 70 people."""
9,"The penalty is more than 10 times the previous record, according to a newspaper report .
Utility commission to force Pacific Gas & Electric Co. to make infrastructure improvements .
Company apologizes for explosion that killed 8, says it is using lessons learned to improve safety .","""The California Public Utilities Commission ordered Pacific Gas & Electric Co. to pay a record $1.6 billion penalty for unsafe operation of its gas transmission system, including the pipeline rupture that killed eight people in San Bruno in September 2010."" 
     ""Of the $1.6 billion, $850 million will go to 'gas transmission pipeline safety infrastructure improvements,' and another $50 million will go toward 'other remedies to enhance pipeline safety.'"" 
     ""'PG&E failed to uphold the public's trust,' commission President Michael Picker said."" 
     ""'The CPUC failed to keep vigilant. Lives were lost. Numerous people were injured. Homes were destroyed. We must do everything we can to ensure that nothing like this happens again.'"" 
     ""'PG&E is working to become the safest energy company in the United States,' CEO Tony Earley said."" 
     ""'Since the 2010 explosion of our natural gas transmission pipeline in San Bruno, we have worked hard to do the right thing for the victims, their families and the community of San Bruno.'"""
9,"Dzhokhar Tsarnaev is found guilty on all 30 charges he faced .
Seventeen counts were capital charges, meaning he is eligible for the death penalty .","""Jurors found Dzhokhar Tsarnaev guilty on all 30 counts he faced in the Boston Marathon bombing trial.
     Seventeen of the 30 counts were capital charges, making him eligible for the death penalty.
     The trial will move into a penalty phase, where the jury will decide whether Tsarnaev, 21, will be executed.
     The start date of the penalty phase has not yet been set.
     Tsarnaev's defense attorney, Judy Clarke, tried to convince jurors that her client's older brother, Tamerlan Tsarnaev, was the instigator of the marathon plot.
     Clarke now faces an uphill battle in trying to convince the jury that Tsarnaev is not worthy of the death penalty.
     The jury will weigh aggravating and mitigating factors, including Tsarnaev's family and mental health history, as well as his relative youth."""
9,"The fire on a platform in the Gulf of Mexico has been extinguished, Pemex says .
45 workers were injured in the blaze, according to the state oil company .
Four workers were killed in the oil rig fire, which started early Wednesday .","""Four workers died in a massive oil rig fire that raged for hours off the coast of Mexico Wednesday.
     The Mexican state oil company Pemex said 45 workers were injured in the blaze, which began early Wednesday morning.
     Two of them are in serious condition, the company said.
     Authorities evacuated about 300 people from the Abkatun Permanente platform after the fire started, Pemex said.
     At least 10 boats worked to battle the blaze for hours.
     The fire had been extinguished by Wednesday night, Pemex said in a Twitter post.
     The company denied rumors that the platform had collapsed and said there was no oil spill as a result of the fire.
     The state oil company hasn't said what caused the fire on the platform, which is located in the Gulf of Mexico's Campeche Sound.
     The fire began in the platform's dehydration and pumping area, Pemex said."""
9,"Jay Parini: When religious identity, ethics, tolerance are roiling the culture, it's worth looking at message of Holy Week and Easter .
He says ritual enactment of these three days is reminder that again and again the human condition moves through darkness into light .","""Easter is unique on the Christian calendar, a major point in the cycle of the religious year, and one that has always been able to resist the commercialization and culture warring that surrounds Christmas. That's in part because Easter is genuinely about how religious impulses, and patterns, can operate in ways that affect our lives. Nevertheless, I'm often surprised by how little people, even those supposedly within the Christian tradition, actually know about what is called Holy Week and its culmination on Easter Sunday."""
9,"Police in Lucknow, northern India, have bought four drones to help control crowds .
The unmanned aerial vehicles are being fitted with cameras and pepper spray to subdue angry protesters .
Some Indians have questioned why police are resorting to ""authoritarian and forceful methods""","""Police in India are putting aside their batons in favor of an overhead solution to angry and unruly crowds: pepper-spraying drones. The city's force has bought four drones and is in the process of purchasing one more. The miniature aircraft will be fitted with a camera and pepper spray; each drone costs between $9,560 and $19,300, Yadav added."""
9,"Secret Service says supervisor's security clearance has been suspended .
He is accused of trying to kiss a colleague .","""A female employee accused Xavier Morales, a supervisor within the Secret Service, of assault after he made sexual advances at her, according to The Washington Post. Morales was placed on administrative leave and his security clearance was suspended. This incident was first reported on April 2, and Secret Service Director Joe Clancy was briefed that afternoon. Clancy called the allegations ""very disturbing."" ""Any threats or violence that endangers our employees in the workplace is unacceptable and will not be tolerated,"" he said in a statement. This is just the latest chapter for an organization embroiled in scandal over the past several months."""
9,"""All the police investigators have left the (Germanwings) crash site,"" a police official says .
Private security company is ensuring no one goes on the site, official says .
Authorities say co-pilot Andreas Lubitz deliberately crashed the plane, killing all 150 on board .","""Marseille, France (CNN) Investigators have collected all the main evidence from the site where Germanwings Flight 9525 crashed, a French national police official told CNN on Saturday. Investigators are not expected to return to the crash site, said Capt. Yves Naffrechoux of the High Mountain Gendarmerie. The plane crashed March 24 in rugged terrain of the Alps about 6 miles (10 kilometers) from the town of Seyne-les-Alpes. ""All the police investigators have left the (Germanwings) crash site,"" he said. ""There is only a private security company ensuring security around the crash site so that no one can go there."" The security firm will guard the site until the remaining debris is collected and taken to secure locations for further analysis, if necessary, he said. The flight data recorder, or ""black box,"" was found Thursday by a member of the recovery team. The cockpit voice recorder was found days after the crash. In addition, out of more than 2,000 DNA samples collected from the crash site, lab workers have isolated 150 DNA profiles, said Brice Robin, Marseilles prosecutor. The crash killed all 150 people on board. Brice Robin, Marseilles prosecutor, said authorities have found 470 personnel effects at the site. That number includes 40 cell phones, though all those were badly damaged. Robin cast doubt that any useful information could be retrieved from those phones, given their condition. Authorities say the flight's co-pilot, Andreas Lubitz, locked the captain out of the cockpit and engineered the plane's demise. Initial tests on the flight data recorder show that Lubitz purposely used the controls to speed up the plane's descent, according to the French air accident investigation agency, the BEA. It also has emerged that Lubitz had battled depression years before he took the controls of Flight 9525 and that he had concealed from his employer recent medical leave notes saying he was"
9,"April 8 was huge for ""Lost"" and ""Empire Records"" fans .
April 14, April 25, October 21 are other big dates in movies .","""Lost"" fans, but April 8 wasn't only your day. Yes, we know the significance of April 8, 2015, and the alignment of 4:23.42 p.m. on that date to everyone obsessed with the hit ABC show, and we heard about the general geek-outs that were occurring. But don't forget, April 8 was also ""Rex Manning Day."" Twitter didn't, paying homage to the 1995 film ""Empire Records"" and the character of Rex Manning, played by the very dreamy Maxwell Caulfield. The movie -- also starring Liv Tyler, Anthony LaPaglia and Renée Zellweger -- centers on an independent record store in Delaware where, on April 8, former pop idol Manning is scheduled to make an in-store appearance. Fret not if you missed it, as we have some other dates made famous by films that you aren't going to want to let pass you by:. April 14. Their love affair was doomed like two ships passing in the night, but it was so good while it lasted for Jack and Rose in the 1997 blockbuster movie ""Titanic."" The sketch Jack does of his beloved is dated April 14, 1912. The Titanic sank on April 15, 1912. April 25. Thanks to the 2000 film ""Miss Congeniality,"" we now know that April 25 is the perfect date. Just don't forget to dress accordingly. October 3. ""Mean Girls Day"" is officially October 3, given that's when Aaron Samuels (OMG, he is so hot!) asks Cady what day it is. Of course, she replies ""It's October 3."" Honestly, any day is a good day to quote the 2004 film. It's so fetch. October 21, 2015. Buckle up for this one. In the 1989 film ""Back to"
9,"Twisted Sister's 2016 tour will be its last .
Band will celebrate 40 years in 2016 .
Twisted Sister drummer A.J. Pero died in March .","""Twisted Sister says its 2016 tour will be its last, according to a press release.
     The tour is being titled ""Forty and F*ck It"" to celebrate the band's 40th anniversary.
     The band will play with a new drummer, Mike Portnoy of Adrenaline Mob.
     Portnoy replaces A.J. Pero, who died March 20.
     The band will perform two shows in Pero's honor.
     Twisted Sister's biggest hit, ""We're Not Gonna Take It,"" hit the Top Forty in 1984 and was featured in a popular video."""
9,"The film will premiere on Memorial Day .
It opened last year's Cannes Film Festival .
A planned March theater release was scrubbed .","""Grace of Monaco,"" starring Nicole Kidman as star-turned-princess Grace Kelly, is heading straight to Lifetime. The critically-panned film, which opened last year's Cannes Film Festival, will premiere on Lifetime on Memorial Day, May 25. After the movie performed poorly in its international engagements, The Weinstein Co., which first purchased U.S. distribution rights at the 2013 Berlin Film Festival, decided to sell it directly to Lifetime rather than book it into U.S. theaters, a source confirmed to The Hollywood Reporter. THR: Grace of Monaco' Cannes review. The film, which was directed by Olivier Dahan and focuses on a period in the early '60s when Monaco was involved in a stand-off over taxes with France and Grace was contemplating a return to Hollywood, was originally scheduled for release in late 2013. Given the names involved, some handicappers had put it on their list of potential Oscar contenders. But when TWC pulled it out of awards contention and shifted its release to March 14, 2014, Dahan lashed out at TWC's Harvey Weinstein, over the movie's final cut, which the director was in the process of completing."""
9,"At least one person died as a result of storms in Illinois, an official says .
Fire department: Rescuers searching for trapped victims in Kirkland, Illinois .","Text: ""Cathy Olson had never seen a tornado that big in her 40 years living in Rochelle, Illinois. ""I saw the top of the funnel cloud, and it was absolutely massive,"" she said. She watched the hulking gray twister grind past her town Thursday, tearing up its fringes. Farther north, in the rural Illinois hamlet of Fairdale, one person died as a twister shredded homes and ripped trees bare of leaves and most limbs. Only the thickest branches remained standing."""
9,"More questions than answers emerge in controversial S.C. police shooting .
Officer Michael Slager, charged with murder, was fired from the North Charleston Police Department .","Officer Michael Slager was fired and charged with murder in the death of 50-year-old Walter Scott.
    Scott was shot eight times as he ran away from Slager.
    Slager initially said he used a Taser on Scott, but a bystander's cell phone video contradicts this account.
    The bystander, Feidin Santana, said he did not see Scott grab Slager's Taser.
    Santana's account contradicts what Slager told dispatchers.
    Slager has been charged with murder in the death of Walter Scott.
    Scott was shot eight times as he ran away from Slager.
    Slager initially said he used a Taser on Scott, but a bystander's cell phone video contradicts this account."
9,"The rapper assaulted the photographer at Los Angeles International Airport in 2013 .
West apologized as part of the settlement, the photographer's lawyer says .","""Kanye West has settled a lawsuit with a paparazzi photographer he assaulted -- and the two have shaken on it. The photographer, Daniel Ramos, had filed the civil suit against West  after the hip-hop star attacked him and tried to wrestle his camera from him in July 2013 at Los Angeles International Airport. West pleaded no contest last year to a misdemeanor count of battery over the scuffle. Ramos and his lawyer, Gloria Allred, sought general and punitive damages in the civil suit, saying that West had interfered with the photographer's rights to pursue a lawful occupation. The case had been set for trial next week, but Allred issued a statement Tuesday night saying Ramos' side had filed a dismissal ""because the case was settled to the satisfaction of the parties."" She didn't disclose the details of the settlement other than saying that ""one important aspect of it was an apology by Kanye West to our client, Daniel Ramos."" Her statement included a picture of West and Ramos shaking hands, which she said happened after the apology. The original incident was caught on video, including the following exchange. ""Kanye! Kanye! Talk to me, Kanye!"" Ramos shouts outside a terminal at the Los Angeles airport on the night of July 19, 2013. ""What's' going on? Why can't we talk to you?  I mean, why?"" he asks as West moves through a group of paparazzi. ""Now come on, Kanye, I don't want to fight with you,"" he says as West advances toward him. ""I told you, don't talk to me, right,"" West says. ""You're trying to get me in trouble so I step off and have to pay you like $250,000."" West is then seen rushing the photographer and attempting to wrestle his camera from his hands. West retreats after about 15 seconds of scuffling with the photographer. ""We believe that this case sent an important message,"" All"
9,"Manuscript of ""American Pie"" lyrics is sold to unnamed buyer for $1.2 million .
Douglas Brinkley: The song, a talisman for its age, brings joy to people 44 years later .","""A long, long, time ago..."" Those five words, when uttered or sung, makes baby boomers immediately think of Don McLean's pop masterpiece ""American Pie.""  It's hard to believe that his phenomenal 8½ minute allegory, which millions of Americans know by heart, is 44 years old.  All sorts of historical cross-currents play off each other in this timeless song, brilliantly gilded with the unforgettable chorus, which starts as ""Bye, Bye, Miss American Pie."" There is no real way to categorize McLean's ""American Pie"" for its hybrid of modern poetry and folk ballad, beer-hall chant and high-art rock. On Tuesday, Christie's sold the 16-page handwritten manuscript of the song's lyrics for $1.2 million to an unnamed buyer. McLean was a paperboy when, on February 3, 1959, he saw that Buddy Holly, Ritchie Valens and J.P. ""The Big Bopper"" Richardson had been tragically killed in an airplane crash in Clear Lake, Iowa. ""The next day I went to school in shock and guess what?"" McLean recalled.  ""Nobody cared.  Rock 'n' roll in those days was sort of like hula hoops and Buddy hadn't had a big hit on the charts since '57.""  By cathartically writing ""American Pie,"" McLean has guaranteed that the memory of those great musicians lives forever. Having recorded his first album, ""Tapestry,"" in 1969, in Berkeley, California, during the student riots, McLean, a native New Yorker, became a kind of weather vane for what he called the ""generation lost in space.""   When his cultural anthem ""American Pie"" was released in November 1971, it replaced Bob Dylan's ""The Times They Are A Changin"" as the Peoples Almanac of the new decade.  It's important to think of ""American Pie"
9,"Letourneau Fualaau had a sexual relationship with her student .
He was 13 when they began the relationship in 1996 .
In May, they will celebrate their 10th wedding anniversary .","Mary Kay Letourneau Fualaau wants the world to know that she and her husband, Vili Fualaau, are still happily together.
     She was a married 34-year-old teacher and mother of four in Seattle in 1996 when she began an affair with Fualaau, her 13-year-old student.
     Letourneau gave birth to her young lover's child and went on to serve more than seven years in prison on charges related to their sexual relationship.
     On Friday, ABC's ""20/20"" will air an exclusive interview with the couple, who will celebrate their 10th wedding anniversary on May 20.
     The pair wed soon after she was released from prison in 2005 and are now the parents of two teen girls.
     According to ABC, during the interview with Barbara Walters, ""Mary Kay tells Walters what makes their marriage work in spite of their huge difference in their age.""
     ""She also discusses her surprising plans to teach again, as well as her intentions to have her status as a registered sex offender lifted,"" a posting on the network's site says.
     Vili Fualaau, meanwhile, discusses his bouts with alcoholism, depression and why he believes the system failed him while he was still a minor."""
9,"Don McLean's ""American Pie"" lyrics auctioned for $1.2 million .
The song is dense with symbolism; McLean says lyrics, notes will reveal meaning .
""Pie"" is McLean's biggest hit, was No. 1 in 1972 .","""Don McLean's manuscript of 'American Pie' achieved the 3rd highest auction price for an American literary manuscript, a fitting tribute to one the foremost singer-songwriters of his generation,"" said Tom Lecky of Christie's. McLean told Rolling Stone that it was time to part with the manuscript. ""I'm going to be 70 this year,"" the singer and songwriter said in February. ""I have two children and a wife, and none of them seem to have the mercantile instinct. I want to get the best deal that I can for them. It's time."" Over the years, ""American Pie"" has become one of the most dissected and argued-about songs in the pop music canon. McLean has said that the opening lines were inspired by the death of Buddy Holly, but after that, it's all been conjecture -- which hasn't stopped a marching band's worth of analysts from trying to parse the symbols in the 8-minute, 33-second opus. Is the jester Bob Dylan? The football game Vietnam? The ""girl who sang the blues"" Janis Joplin? (One thing's certain: Buddy Holly's plane was NOT named ""American Pie."") ""Over the years I've dealt with all these stupid questions of 'Who's that?' and 'Who's that?' "" McLean said. ""These are things I never had in my mind for a second when I wrote the song. I was trying to capture something very ephemeral and I did, but it took a long time."" The song catapulted the former folk singer to headliner status. The song hit No. 1 in early 1972, despite its length. (The 45-rpm single split the song in half on its A and B sides.) The draft that was auctioned is 16 pages: 237 lines of manuscript and 26 lines of typed text, according to Christie's. It includes lines that didn't make the"
9,"Mindy Kaling's brother Vijay Chokalingam pretended to be black to get into med school .
Jeff Yang: That's offensive and ironic, considering that minorities experience many disadvantages .","""Mindy Kaling's brother Vijay Chokalingam claimed to be African-American to get into medical school.""
     ""Chokalingam shaved his head, trimmed his eyelashes, and checked 'black' under the optional race/ethnicity declaration.""
     ""He received only one admission offer, to St. Louis University's School of Medicine.""
     ""Chokalingam found himself being accused of shoplifting and harassed by cops while pretending to be black.""
     ""Chokalingam wants to write a book on his experiences, titled 'Almost Black: The True Story of an Indian American Who Got Into Medical School Pretending to Be an African American'.""
     ""Chokalingam believes that affirmative action is merely a form of'systematic racism'.""
     ""Chokalingam received only a single admission offer, to St. Louis University's School of Medicine, which falls somewhere between 57th and 67th in national rankings.""
     ""Harvard, University of Pennsylvania, Columbia and all the higher ranked schools he applied to rejected him.""
     ""Chokalingam's story highlights the unfairness of a system that seeks to address the shockingly low numbers of minority health practitioners."""
9,"The actor says he's not planning on seeing the buzzed-about documentary .
He called Scientology ""brilliant""
Travolta credits the church with helping him deal with his son's death .","""Scientologist John Travolta said he has not seen the documentary ""Going Clear: Scientology and the Prison of Belief"" and doesn't care to.
    He believes the doc is a result of ""people who were disgruntled with their experiences"" with the Church of Scientology.
    Travolta called Scientology ""brilliant"" and credited the church with helping him to survive the death of his teen son, Jett, after a seizure while the family was on vacation in the Bahamas in 2009."""
10,"Membership gives the ICC jurisdiction over alleged crimes committed in Palestinian territories since last June .
Israel and the United States opposed the move, which could open the door to war crimes investigations against Israelis .","The Palestinian Authority officially became the 123rd member of the International Criminal Court on Wednesday, a step that gives the court jurisdiction over alleged crimes in Palestinian territories. The formal accession was marked with a ceremony at The Hague, in the Netherlands, where the court is based. The Palestinians signed the ICC's founding Rome Statute in January, when they also accepted its jurisdiction over alleged crimes committed ""in the occupied Palestinian territory, including East Jerusalem, since June 13, 2014."" Later that month, the ICC opened a preliminary examination into the situation in Palestinian territories, paving the way for possible war crimes investigations against Israelis. As members of the court, Palestinians may be subject to counter-charges as well. Israel and the United States, neither of which is an ICC member, opposed the Palestinians' efforts to join the body. But Palestinian Foreign Minister Riad al-Malki, speaking at Wednesday's ceremony, said it was a move toward greater justice."""
10,"Theia, a bully breed mix, was apparently hit by a car, whacked with a hammer and buried in a field .
""She's a true miracle dog and she deserves a good life,"" says Sara Mellado, who is looking for a home for Theia .","Never mind cats having nine lives. A stray pooch in Washington State has used up at least three of her own after being hit by a car, apparently whacked on the head with a hammer in a misguided mercy killing and then buried in a field -- only to survive. That's according to Washington State University, where the dog -- a friendly white-and-black bully breed mix now named Theia -- has been receiving care at the Veterinary Teaching Hospital. Four days after her apparent death, the dog managed to stagger to a nearby farm, dirt-covered and emaciated, where she was found by a worker who took her to a vet for help. She was taken in by Moses Lake, Washington, resident Sara Mellado. ""Considering everything that she's been through, she's incredibly gentle and loving,"" Mellado said, according to WSU News. ""She's a true miracle dog and she deserves a good life."" Theia is only one year old but the dog's brush with death did not leave her unscathed. She suffered a dislocated jaw, leg injuries and a caved-in sinus cavity -- and still requires surgery to help her breathe. The veterinary hospital's Good Samaritan Fund committee awarded some money to help pay for the dog's treatment, but Mellado has set up a fundraising page to help meet the remaining cost of the dog's care. She's also created a Facebook page to keep supporters updated. Donors have already surpassed the $10,000 target, inspired by Theia's tale of survival against the odds."""
10,"Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister .
He once participated in a takeover of the Iranian Consulate in San Francisco .
The Iranian foreign minister tweets in English .","Zarif tweeted ""Happy Rosh Hashanah"" in September 2013, prompting a response from Christine Pelosi.
     Zarif was nominated to be foreign minister by Hassan Rouhami, Ahmadinejad's successor.
     Zarif left Iran in 1977 and received his education in the US.
     Zarif's children were born in the US.
     Zarif is 54, 55 or 56 years old.
     Zarif was investigated by the US Justice Department over his alleged role in controlling the Alavi Foundation.
     Zarif was among the students who took over the Iranian Consulate in San Francisco early in the Iranian Revolution.
     Zarif has spent more time with Kerry than any other foreign minister in the world."""
10,"17 Americans were exposed to the Ebola virus while in Sierra Leone in March .
Another person was diagnosed with the disease and taken to hospital in Maryland .
National Institutes of Health says the patient is in fair condition after weeks of treatment .","""Five Americans who were monitored for three weeks at an Omaha, Nebraska, hospital after being exposed to Ebola in West Africa have been released, a Nebraska Medicine spokesman said in an email Wednesday. One of the five had a heart-related issue on Saturday and has been discharged but hasn't left the area, Taylor Wilson wrote. The others have already gone home. They were exposed to Ebola in Sierra Leone in March, but none developed the deadly virus. They are clinicians for Partners in Health, a Boston-based aid group. They all had contact with a colleague who was diagnosed with the disease and is being treated at the National Institutes of Health in Bethesda, Maryland. As of Monday, that health care worker is in fair condition. The Centers for Disease Control and Prevention in Atlanta has said the last of 17 patients who were being monitored are expected to be released by Thursday."""
